Localidade da Escola;País;Região;UF;Município;Matrículas;Categoria 1;Categoria 1 - Ordenação;Categoria 2;Categoria 2 - Ordenação;Etapa de Ensino - Superior;Etapa de Ensino
BA;Brasil;Nordeste;BA;;11469;15 a 17 anos;6002;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;24550;15 a 17 anos;6002;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;13468;18 a 19 anos;6003;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;23474;18 a 19 anos;6003;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;27436;20 a 24 anos;6004;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;33386;20 a 24 anos;6004;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;14790;25 a 29 anos;6005;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;12274;25 a 29 anos;6005;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;12525;30 a 34 anos;6006;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;8607;30 a 34 anos;6006;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;14880;35 a 39 anos;6007;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;10288;35 a 39 anos;6007;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;79213;40 anos ou mais;6008;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;56476;40 anos ou mais;6008;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;846;Até 14 anos;6001;Feminino;2;Educação Básica;Educação de Jovens e Adultos - EJA
BA;Brasil;Nordeste;BA;;1329;Até 14 anos;6001;Masculino;1;Educação Básica;Educação de Jovens e Adultos - EJA
